SNO,Timestamp,Phase,Heater_Profile,Heater_Temparature,MQ136,MQ138_A,MQ138_B,BME688_D,BME688_C,TGS2602,SPEC,Alpha_PID,Temp,Hum,ActiveSensorsArray,VOC_Activated,Concentration,Distance
1,7/17/25 11:43,Pre-Puff,HP501,40,60,73,10,1026,1163,0.8274,637,928,21.49,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
2,7/17/25 11:43,Pre-Puff,HP501,40,53,56,21,1080,1173,0.818,595,800,23.21,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
3,7/17/25 11:43,Pre-Puff,HP501,40,44,56,13,1015,1027,0.7699,578,918,24.91,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
4,7/17/25 11:43,Pre-Puff,HP503,50,46,69,16,1027,1146,0.8091,678,807,24.46,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
5,7/17/25 11:43,Pre-Puff,HP503,50,67,48,30,1012,1070,0.6553,674,853,20.08,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
6,7/17/25 11:43,Pre-Puff,HP503,50,59,45,30,1012,1042,0.8052,579,800,22.77,51,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
7,7/17/25 11:43,Pre-Puff,HP501,60,60,65,25,1032,1109,0.6311,609,887,25.44,55,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
8,7/17/25 11:43,Pre-Puff,HP501,60,65,51,10,1014,1160,0.7201,561,890,24.98,53,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
9,7/17/25 11:43,Pre-Puff,HP501,60,49,60,28,1086,1087,0.6868,686,891,20.32,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
10,7/17/25 11:43,Pre-Puff,HP503,70,55,52,24,1050,1128,0.7283,632,833,26.09,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
11,7/17/25 11:43,Pre-Puff,HP503,70,55,74,28,1040,1167,0.6453,623,848,22.52,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
12,7/17/25 11:43,Pre-Puff,HP503,70,56,53,28,1032,1137,0.6237,560,804,25.56,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
13,7/17/25 11:43,Pre-Puff,HP501,80,51,62,20,1077,1127,0.7099,566,864,23.38,52,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
14,7/17/25 11:43,Pre-Puff,HP501,80,47,53,26,1079,1166,0.7265,570,831,23.11,54,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
15,7/17/25 11:43,Pre-Puff,HP501,80,60,59,26,1089,1144,0.7829,577,862,29.37,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
16,7/17/25 11:43,Pre-Puff,HP503,90,66,62,24,1063,1176,0.6169,680,816,27.12,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
17,7/17/25 11:43,Pre-Puff,HP503,90,47,57,19,1089,1127,0.6867,609,825,25.41,50,"1,2,3,4,5,6,7,8",1-Octen-3-ol,0,0
